group,feature,smd_before,smd_after_overlap,abs_smd_before,abs_smd_after_overlap
B2,resp_rate_first,-0.07933051121142617,0.13614280564269518,0.07933051121142617,0.13614280564269518
B2,resp_rate_last,-0.04249701663586815,-0.023269442661285267,0.04249701663586815,0.023269442661285267
B2,resp_rate_delta,0.03626798524697722,-0.14731606056338833,0.03626798524697722,0.14731606056338833
B2,resp_rate_slope,0.1315137881851762,-0.08432970238044334,0.1315137881851762,0.08432970238044334
B2,spo2_mean,0.05089714870153996,-0.26342933915489936,0.05089714870153996,0.26342933915489936
B2,spo2_median,0.09269477743997197,-0.24869038622210626,0.09269477743997197,0.24869038622210626
B2,spo2_min,-0.6245712850376148,-0.472542347068186,0.6245712850376148,0.472542347068186
B2,spo2_max,0.6521430366505921,0.15159750771429079,0.6521430366505921,0.15159750771429079
B2,spo2_std,0.7055576045931459,0.5265256729573083,0.7055576045931459,0.5265256729573083
B2,spo2_first,0.2294249287202251,0.17214672892054247,0.2294249287202251,0.17214672892054247
B2,spo2_last,0.16623320066609673,0.3291422554830757,0.16623320066609673,0.3291422554830757
B2,spo2_delta,-0.054919133570427006,0.09464272703097916,0.054919133570427006,0.09464272703097916
B2,spo2_slope,0.3657273191445641,0.16530231185086716,0.3657273191445641,0.16530231185086716
B2,sofa_mean,0.0022544878142995474,-0.034324515111224925,0.0022544878142995474,0.034324515111224925
B2,sofa_median,-0.0205007466612933,-0.045699645395526914,0.0205007466612933,0.045699645395526914
B2,sofa_min,-0.08052023011946906,0.0095457609372134,0.08052023011946906,0.0095457609372134
B2,sofa_max,0.1865215784663205,0.10133486137874693,0.1865215784663205,0.10133486137874693
B2,sofa_std,0.35341527365897935,0.10139134690335307,0.35341527365897935,0.10139134690335307
B2,sofa_first,-0.024821453292479412,0.03440121638187256,0.024821453292479412,0.03440121638187256
B2,sofa_last,0.17113529686257675,0.14996410157082052,0.17113529686257675,0.14996410157082052
B2,sofa_delta,0.23891873086190243,0.13673089303130154,0.23891873086190243,0.13673089303130154
B2,sofa_slope,-0.05834155666159277,0.03315479040157288,0.05834155666159277,0.03315479040157288
B2,any_vasopressor_mean,-0.06453805375483324,-0.1384192676686313,0.06453805375483324,0.1384192676686313
B2,any_vasopressor_median,0.09499957963108813,0.029216975086538248,0.09499957963108813,0.029216975086538248
B2,any_vasopressor_min,0.0,0.0,0.0,0.0
B2,any_vasopressor_max,0.0070681445095228165,-0.1956074281111912,0.0070681445095228165,0.1956074281111912
B2,any_vasopressor_std,-0.044965913749975925,-0.16693126213975049,0.044965913749975925,0.16693126213975049
